DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_GE65,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_GE65,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_LT18,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_LT18,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_LT18,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,M,Y_LT18,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,TOTAL,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,TOTAL,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,TOTAL,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,TOTAL,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y18-34,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y18-34,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y18-34,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y18-34,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y35-64,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y35-64,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y35-64,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y35-64,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_GE65,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_GE65,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_GE65,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_GE65,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_LT18,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_LT18,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_LT18,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AG,T,Y_LT18,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,TOTAL,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,TOTAL,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,TOTAL,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,TOTAL,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y18-34,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y18-34,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y18-34,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y18-34,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y35-64,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y35-64,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y35-64,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y35-64,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_GE65,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_GE65,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_GE65,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_GE65,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_LT18,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_LT18,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_LT18,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,F,Y_LT18,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,TOTAL,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,TOTAL,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,TOTAL,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,TOTAL,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y18-34,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y18-34,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y18-34,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y18-34,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y35-64,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y35-64,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y35-64,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y35-64,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_GE65,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_GE65,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_GE65,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_GE65,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_LT18,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_LT18,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_LT18,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,M,Y_LT18,FR,2019,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,T,TOTAL,FR,2015,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,T,TOTAL,FR,2016,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,T,TOTAL,FR,2017,0,
ESTAT:MIGR_ASYRESA(1.0),10/06/21 23:00:00,A,PER,AM,T,TOTAL,FR,2019,0,
